Item,Serving,Calories,Carbs,Protein,Fat,Fiber
,,,,,,
,,,,,,
Almonds,4 almond,28.0,1.2,1.2,2.4,0.8
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
Almonds,6 almond,42.0,1.8,1.8,3.6,1.2
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
Flax seeds,1 tbsp,55.0,3.0,1.9,4.4,2.8
,,,,,,
,,,,,,
,,,,,,
Almonds,6 almond,42.0,1.8,1.8,3.6,1.2
Cashew Nuts,4 Piece,,1.2,1.2,2.8,0.0
,,,,,,
,,,,,,
walnuts,4 piece,56.0,0.8,1.2,5.6,0.8
,,,,,,
,,,,,,
Chia seeds,1 tbsp,,4.1,1.6,3.0,3.3
Khajur,1 Piece,40.0,7.9,0.8,0.6,0.7
Cashew Nuts,4 Piece,,1.2,1.2,2.8,0.0
Almonds,4 almond,28.0,1.2,1.2,2.4,0.8
Pumpkin seeds,1 tbsp,,1.3,2.7,4.4,0.6
,,,,,,
walnuts,4 piece,56.0,0.8,1.2,5.6,0.8
Mosambi,1 piece,29.0,6.2,0.5,0.2,1.8
,,,,,,
Cashew Nuts,4 Piece,32.0,1.2,1.2,2.8,0.0
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
walnuts,6 piece,,1.2,1.8,8.4,1.2
Fresh fruit salad,1 katori,60.0,14.0,0.9,0.5,3.6
Pomegranate,1 cup,144.0,32.5,2.9,2.0,7.0
walnuts,4 piece,56.0,0.8,1.2,5.6,0.8
Almonds,4 almond,28.0,1.2,1.2,2.4,0.8
,,,,,,
Mosambi,1 piece,29.0,6.2,0.5,0.2,1.8
walnuts,6 piece,42.0,1.2,1.8,8.4,1.2
Cow milk,0.5 glass,84.0,5.5,4.0,5.15,0.0
Pumpkin seeds,1 tbsp,52.0,1.3,2.7,4.4,0.6
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
,,,,,,
walnuts,6 piece,,1.2,1.8,8.4,1.2
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
Epigamia plain yoghurt,1.5 pack,103.5,8.4,10.8,3.0,0.0
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
Almonds,6 almond,42.0,1.8,1.8,3.6,1.2
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
,,,,,,
Pineapple,4 thin,104.0,24.4,0.8,0.4,6.4
Almonds,6 almond,,1.8,1.8,3.6,1.2
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
Almonds,6 almond,,1.8,1.8,3.6,1.2
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
,,,,,,
Pineapple,4 thin,104.0,24.4,0.8,0.4,6.4
Almonds,6 almond,,1.8,1.8,3.6,1.2
,,,,,,
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
Orange,1 piece,,46.0,10.5,0.7,0.2
Almonds,6 almond,,1.8,1.8,3.6,1.2
walnuts,4 piece,,0.8,1.2,5.6,0.8
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
,,,,,,
,,,,,,
,,,,,,
Almonds,6 almond,42.0,1.8,1.8,3.6,1.2
Pineapple,2 thin,52.0,12.2,0.4,0.2,3.2
,,,,,,
walnuts,4 piece,,0.8,1.2,5.6,0.8
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
Papaya,1 cup,,46.0,10.4,0.9,0.2
Mosambi,1 piece,29.0,6.2,0.5,0.2,1.8
walnuts,4 piece,,0.8,1.2,5.6,0.8
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
Almonds,6 almond,,1.8,1.8,3.6,1.2
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
Apple smoothie,1 glass,145.0,22.0,3.6,4.9,1.6
Epigamia plain yoghurt,1 pack,69.0,5.6,7.2,2.0,0.0
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
walnuts,6 piece,,1.2,1.8,8.4,1.2
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
,,,,,,
Dates jaggery laddu,1 pieces,103.0,10.9,1.7,5.9,1.5
,,,,,,
,,,,,,
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
Cashew Nuts,6 Piece,,1.8,1.8,4.2,0.0
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
walnuts,6 piece,,1.2,1.8,8.4,1.2
Papaya,1 cup,,46.0,10.4,0.9,0.2
,,,,,,
,,,,,,
,,,,,,
walnuts,6 piece,,1.2,1.8,8.4,1.2
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
,,,,,,
,,,,,,
,,,,,,
Almonds,6 almond,42.0,1.8,1.8,3.6,1.2
Cashew Nuts,4 Piece,,1.2,1.2,2.8,0.0
,,,,,,
Cashew Nuts,4 Piece,,1.2,1.2,2.8,0.0
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
,,,,,,
walnuts,4 piece,56.0,0.8,1.2,5.6,0.8
,,,,,,
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
,,,,,,
,,,,,,
Muskmelon,1 cup,,27.0,5.6,0.5,0.3
Dates,2 piece,50.0,12.2,0.4,0.0,1.4
,,,,,,
,,,,,,
Pomegranate,0.5 cup,72.0,16.25,1.45,1.0,3.5
Papaya,1 cup,,46.0,10.4,0.9,0.2
Mosambi,1 piece,29.0,6.2,0.5,0.2,1.8
walnuts,4 piece,,0.8,1.2,5.6,0.8
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
walnuts,6 piece,,1.2,1.8,8.4,1.2
Papaya,1 cup,,46.0,10.4,0.9,0.2
,,,,,,
Epigamia plain yoghurt,1 pack,69.0,5.6,7.2,2.0,0.0
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
walnuts,6 piece,,1.2,1.8,8.4,1.2
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
walnuts,4 piece,56.0,0.8,1.2,5.6,0.8
Almonds,4 almond,28.0,1.2,1.2,2.4,0.8
,,,,,,
Mosambi,1 piece,29.0,6.2,0.5,0.2,1.8
,,,,,,
Cashew Nuts,4 Piece,,1.2,1.2,2.8,0.0
,,,,,,
Almonds,6 almond,42.0,1.8,1.8,3.6,1.2
Cashew Nuts,4 Piece,32.0,1.2,1.2,2.8,0.0
,,,,,,
Cashew Nuts,4 Piece,32.0,1.2,1.2,2.8,0.0
Pomegranate,1 cup,144.0,32.5,2.9,2.0,7.0
,,,,,,
,,,,,,
walnuts,4 piece,,0.8,1.2,5.6,0.8
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
walnuts,6 piece,,1.2,1.8,8.4,1.2
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
Epigamia plain yoghurt,1 pack,69.0,5.6,7.2,2.0,0.0
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
walnuts,6 piece,,1.2,1.8,8.4,1.2
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
Pineapple,4 thin,104.0,24.4,0.8,0.4,6.4
Almonds,6 almond,,1.8,1.8,3.6,1.2
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
Pineapple,4 thin,104.0,24.4,0.8,0.4,6.4
Almonds,6 almond,,1.8,1.8,3.6,1.2
,,,,,,
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
Almonds,6 almond,,1.8,1.8,3.6,1.2
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
,,,,,,
Pineapple,4 thin,104.0,24.4,0.8,0.4,6.4
Almonds,6 almond,,1.8,1.8,3.6,1.2
,,,,,,
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
,,,,,,
,,,,,,
Cashew Nuts,4 Piece,,1.2,1.2,2.8,0.0
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
Almonds,6 almond,42.0,1.8,1.8,3.6,1.2
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
Almonds,4 almond,28.0,1.2,1.2,2.4,0.8
,,,,,,
Almonds,4 almond,56.0,1.2,1.2,2.4,0.8
,,,,,,
walnuts,6 piece,42.0,1.2,1.8,8.4,1.2
Cow milk,0.5 glass,84.0,5.5,4.0,5.15,0.0
Pumpkin seeds,1 tbsp,52.0,1.3,2.7,4.4,0.6
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
,,,,,,
,,,,,,
,,,,,,
Muskmelon,1 cup,,27.0,5.6,0.5,0.3
walnuts,6 piece,42.0,1.2,1.8,8.4,1.2
Cow milk,0.5 glass,84.0,5.5,4.0,5.15,0.0
walnuts,4 piece,56.0,0.8,1.2,5.6,0.8
,,,,,,
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
Almonds,6 almond,,1.8,1.8,3.6,1.2
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
Apple smoothie,1 glass,145.0,22.0,3.6,4.9,1.6
Papaya,1 cup,,46.0,10.4,0.9,0.2
Mosambi,1 piece,29.0,6.2,0.5,0.2,1.8
walnuts,4 piece,,0.8,1.2,5.6,0.8
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
,,,,,,
,,,,,,
,,,,,,
walnuts,4 piece,,0.8,1.2,5.6,0.8
,,,,,,
Dates,1 piece,25,6.1,0.2,0.0,0.7
,,,,,,
,,,,,,
Cashew Nuts,6 Piece,48,1.8,1.8,4.2,0.0
,,,,,,
,,,,,,
Apple smoothie,1 glass,145,22.0,3.6,4.9,1.6
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Orange,1 piece,,46.0,10.5,0.7,0.2
,,,,,,
Mosambi,1 piece,29,6.2,0.5,0.2,1.8
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
walnuts,4 piece,56,0.8,1.2,5.6,0.8
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Papaya,1 cup,,46.0,10.4,0.9,0.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Pineapple,2 thin,52,12.2,0.4,0.2,3.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
walnuts,4 piece,,0.8,1.2,5.6,0.8
Pomegranate,1 cup,144,32.5,2.9,2.0,7.0
,,,,,,
walnuts,6 piece,84,1.2,1.8,8.4,1.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Pomegranate,1 cup,144,32.5,2.9,2.0,7.0
,,,,,,
,,,,,,
,,,,,,
Muskmelon,1 cup,,27.0,5.6,0.5,0.3
Papaya,1 cup,,46.0,10.4,0.9,0.2
,,,,,,
Mosambi,1 piece,29,6.2,0.5,0.2,1.8
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Orange,1 piece,,46.0,10.5,0.7,0.2
,,,,,,
Mosambi,1 piece,29,6.2,0.5,0.2,1.8
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Pomegranate,0.5 cup,72,16.25,1.45,1.0,3.5
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Pomegranate,1 cup,144,32.5,2.9,2.0,7.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Dates,1 piece,25,6.1,0.2,0.0,0.7
,,,,,,
,,,,,,
Dates,3 piece,75,18.3,0.6,0.0,2.1
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Dates,1 piece,25,6.1,0.2,0.0,0.7
,,,,,,
Cashew Nuts,6 Piece,48,1.8,1.8,4.2,0.0
Pomegranate,1 cup,144,32.5,2.9,2.0,7.0
Almonds,6 almond,,1.8,1.8,3.6,1.2
Pomegranate,0.5 cup,72,16.25,1.45,1.0,3.5
,,,,,,
,,,,,,
Papaya,1 cup,,46.0,10.4,0.9,0.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
walnuts,6 piece,84,1.2,1.8,8.4,1.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Cashew Nuts,6 Piece,48,1.8,1.8,4.2,0.0
,,,,,,
,,,,,,
Apple smoothie,1 glass,145,22.0,3.6,4.9,1.6
,,,,,,
,,,,,,
walnuts,4 piece,,0.8,1.2,5.6,0.8
,,,,,,
Pineapple,3 thin,78,18.3,0.6,0.3,4.8
,,,,,,
Pineapple,4 thin,104,24.4,0.8,0.4,6.4
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Cashew Nuts,6 Piece,48,1.8,1.8,4.2,0.0
,,,,,,
,,,,,,
walnuts,6 piece,84,1.2,1.8,8.4,1.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Almonds,6 almond,,1.8,1.8,3.6,1.2
Pomegranate,0.5 cup,72,16.25,1.45,1.0,3.5
,,,,,,
,,,,,,
,,,,,,
,,,,,,
walnuts,4 piece,,0.8,1.2,5.6,0.8
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Cashew Nuts,6 Piece,48,1.8,1.8,4.2,0.0
,,,,,,
,,,,,,
walnuts,6 piece,84,1.2,1.8,8.4,1.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Almonds,6 almond,,1.8,1.8,3.6,1.2
Pomegranate,0.5 cup,72,16.25,1.45,1.0,3.5
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
walnuts,4 piece,,0.8,1.2,5.6,0.8
,,,,,,
Almonds,6 almond,,1.8,1.8,3.6,1.2
Pomegranate,0.5 cup,72,16.25,1.45,1.0,3.5
,,,,,,
,,,,,,
Muskmelon,1 cup,,27.0,5.6,0.5,0.3
Papaya,1 cup,,46.0,10.4,0.9,0.2
,,,,,,
Mosambi,1 piece,29,6.2,0.5,0.2,1.8
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Pineapple,3 thin,78,18.3,0.6,0.3,4.8
,,,,,,
Pineapple,4 thin,104,24.4,0.8,0.4,6.4
Pomegranate,1 cup,144,32.5,2.9,2.0,7.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Cashew Nuts,6 Piece,48,1.8,1.8,4.2,0.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Chia seeds,0.5 tbsp,23.5,2.05,0.8,1.5,1.65
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
walnuts,6 piece,84,1.2,1.8,8.4,1.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Cashew Nuts,6 Piece,48,1.8,1.8,4.2,0.0
,,,,,,
,,,,,,
,,,,,,
Almonds,6 almond,,1.8,1.8,3.6,1.2
Pomegranate,0.5 cup,72,16.25,1.45,1.0,3.5
,,,,,,
,,,,,,
Cashew Nuts,6 Piece,48,1.8,1.8,4.2,0.0
,,,,,,
,,,,,,
Apple smoothie,1 glass,145,22.0,3.6,4.9,1.6
Orange,1 piece,,46.0,10.5,0.7,0.2
,,,,,,
Mosambi,1 piece,29,6.2,0.5,0.2,1.8
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
walnuts,4 piece,,0.8,1.2,5.6,0.8
,,,,,,
,,,,,,
,,,,,,
walnuts,4 piece,56,0.8,1.2,5.6,0.8
,,,,,,
,,,,,,
,,,,,,
walnuts,6 piece,84,1.2,1.8,8.4,1.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Almonds,6 almond,,1.8,1.8,3.6,1.2
Pomegranate,0.5 cup,72,16.25,1.45,1.0,3.5
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
walnuts,4 piece,56,0.8,1.2,5.6,0.8
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Cashew Nuts,6 Piece,48,1.8,1.8,4.2,0.0
,,,,,,
,,,,,,
Apple smoothie,1 glass,145,22.0,3.6,4.9,1.6
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Pomegranate,0.5 cup,72,16.25,1.45,1.0,3.5
,,,,,,
,,,,,,
,,,,,,
Figs,dried,1 piece,21.0,5.4,0.3,0.1
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Cashew Nuts,6 Piece,48,1.8,1.8,4.2,0.0
,,,,,,
,,,,,,
walnuts,6 piece,84,1.2,1.8,8.4,1.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
walnuts,6 piece,84,1.2,1.8,8.4,1.2
Orange,1 piece,,46.0,10.5,0.7,0.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Muskmelon,1 cup,,27.0,5.6,0.5,0.3
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
walnuts,4 piece,,0.8,1.2,5.6,0.8
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Pineapple,4 thin,104,24.4,0.8,0.4,6.4
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Cashew Nuts,6 Piece,48,1.8,1.8,4.2,0.0
Cashew Nuts,6 Piece,,1.8,1.8,4.2,0.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Orange,1 piece,,46.0,10.5,0.7,0.2
,,,,,,
Mosambi,1 piece,29,6.2,0.5,0.2,1.8
,,,,,,
Pineapple,6 thin,156,36.6,1.2,0.6,9.6
,,,,,,
walnuts,6 piece,84,1.2,1.8,8.4,1.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Pineapple,3 thin,78,18.3,0.6,0.3,4.8
,,,,,,
Pineapple,4 thin,104,24.4,0.8,0.4,6.4
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Pineapple,6 thin,156,36.6,1.2,0.6,9.6
,,,,,,
walnuts,6 piece,84,1.2,1.8,8.4,1.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
walnuts,6 piece,84,1.2,1.8,8.4,1.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Apricot dried,1 piece,20,4.9,0.1,0.1,0.5
Cashew Nuts,4 Piece,,1.2,1.2,2.8,0.0
Chia seeds,1 tbsp,47,4.1,1.6,3.0,3.3
,,,,,,
Cashew Nuts,4 Piece,32,1.2,1.2,2.8,0.0
Cashew Nuts,4 Piece,,1.2,1.2,2.8,0.0
Almonds,4 almond,28,1.2,1.2,2.4,0.8
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Pomegranate,1 cup,144,32.5,2.9,2.0,7.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
walnuts,4 piece,56,0.8,1.2,5.6,0.8
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Pomegranate,1 cup,144,32.5,2.9,2.0,7.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Pineapple,3 thin,78,18.3,0.6,0.3,4.8
,,,,,,
Pineapple,4 thin,104,24.4,0.8,0.4,6.4
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Pineapple,4 thin,104,24.4,0.8,0.4,6.4
,,,,,,
walnuts,6 piece,84,1.2,1.8,8.4,1.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Cashew Nuts,6 Piece,48,1.8,1.8,4.2,0.0
Dates,4 piece,100,24.4,0.8,0.0,2.8
Papaya,1 cup,,46.0,10.4,0.9,0.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Cashew Nuts,6 Piece,48,1.8,1.8,4.2,0.0
,,,,,,
,,,,,,
walnuts,6 piece,84,1.2,1.8,8.4,1.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Raisins,1 tbsp,28,6.8,0.2,0.0,0.6
,,,,,,
,,,,,,
,,,,,,
walnuts,4 piece,56,0.8,1.2,5.6,0.8
Pineapple,3 thin,78,18.3,0.6,0.3,4.8
,,,,,,
Pineapple,4 thin,104,24.4,0.8,0.4,6.4
,,,,,,
Muskmelon,1 cup,,27.0,5.6,0.5,0.3
Papaya,1 cup,,46.0,10.4,0.9,0.2
,,,,,,
Mosambi,1 piece,29,6.2,0.5,0.2,1.8
,,,,,,
,,,,,,
walnuts,4 piece,,0.8,1.2,5.6,0.8
,,,,,,
Cashew Nuts,6 Piece,48,1.8,1.8,4.2,0.0
,,,,,,
,,,,,,
walnuts,6 piece,84,1.2,1.8,8.4,1.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Almonds,6 almond,,1.8,1.8,3.6,1.2
Pomegranate,0.5 cup,72,16.25,1.45,1.0,3.5
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
walnuts,4 piece,,0.8,1.2,5.6,0.8
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Dates,1 piece,25,6.1,0.2,0.0,0.7
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Pomegranate,1 cup,144,32.5,2.9,2.0,7.0
,,,,,,
,,,,,,
,,,,,,
walnuts,6 piece,84,1.2,1.8,8.4,1.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Pineapple,6 thin,156,36.6,1.2,0.6,9.6
,,,,,,
walnuts,6 piece,84,1.2,1.8,8.4,1.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Muskmelon,1 cup,,27.0,5.6,0.5,0.3
Papaya,1 cup,,46.0,10.4,0.9,0.2
,,,,,,
Mosambi,1 piece,29,6.2,0.5,0.2,1.8
Almonds,6 almond,,1.8,1.8,3.6,1.2
Pomegranate,0.5 cup,72,16.25,1.45,1.0,3.5
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
walnuts,4 piece,,0.8,1.2,5.6,0.8
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Dates,1 piece,25,6.1,0.2,0.0,0.7
,,,,,,
,,,,,,
,,,,,,
Cashew Nuts,6 Piece,48,1.8,1.8,4.2,0.0
,,,,,,
,,,,,,
,,,,,,
Pineapple,4 thin,104,24.4,0.8,0.4,6.4
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Almonds,6 almond,,1.8,1.8,3.6,1.2
Pomegranate,0.5 cup,72,16.25,1.45,1.0,3.5
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
